Condition: d1
Data/tokenizer loaded in 0.3s
Time budget: 300s
Gradient accumulation steps: 1
Model compiled in 0.6s

step 00000 (0.0%) | loss: 9.010780 | lrm: 1.00 | dt: 554ms | tok/sec: 59,192 | epoch: 1 | remaining: 300s    
step 00001 (0.2%) | loss: 8.989060 | lrm: 1.00 | dt: 298ms | tok/sec: 110,001 | epoch: 1 | remaining: 300s    
step 00002 (0.3%) | loss: 8.610891 | lrm: 1.00 | dt: 279ms | tok/sec: 117,273 | epoch: 1 | remaining: 299s    
step 00003 (0.5%) | loss: 8.251540 | lrm: 1.00 | dt: 277ms | tok/sec: 118,215 | epoch: 1 | remaining: 299s    
step 00004 (0.7%) | loss: 7.959282 | lrm: 1.00 | dt: 297ms | tok/sec: 110,201 | epoch: 1 | remaining: 299s    
step 00005 (0.8%) | loss: 7.709356 | lrm: 1.00 | dt: 332ms | tok/sec: 98,563 | epoch: 1 | remaining: 299s    
step 00006 (1.0%) | loss: 7.499668 | lrm: 1.00 | dt: 315ms | tok/sec: 104,060 | epoch: 1 | remaining: 298s    
step 00007 (1.2%) | loss: 7.320589 | lrm: 1.00 | dt: 310ms | tok/sec: 105,824 | epoch: 1 | remaining: 298s    
step 00008 (1.3%) | loss: 7.184385 | lrm: 1.00 | dt: 312ms | tok/sec: 104,914 | epoch: 1 | remaining: 298s    
step 00009 (1.5%) | loss: 7.066540 | lrm: 1.00 | dt: 329ms | tok/sec: 99,697 | epoch: 1 | remaining: 297s    
step 00010 (1.6%) | loss: 6.991137 | lrm: 1.00 | dt: 318ms | tok/sec: 103,202 | epoch: 1 | remaining: 297s    
step 00011 (1.8%) | loss: 6.902533 | lrm: 1.00 | dt: 336ms | tok/sec: 97,468 | epoch: 1 | remaining: 297s    
step 00012 (2.0%) | loss: 6.836193 | lrm: 1.00 | dt: 351ms | tok/sec: 93,330 | epoch: 1 | remaining: 296s    
step 00013 (2.1%) | loss: 6.777771 | lrm: 1.00 | dt: 331ms | tok/sec: 98,965 | epoch: 1 | remaining: 296s    
step 00014 (2.3%) | loss: 6.726115 | lrm: 1.00 | dt: 335ms | tok/sec: 97,897 | epoch: 1 | remaining: 296s    
step 00015 (2.5%) | loss: 6.684871 | lrm: 1.00 | dt: 340ms | tok/sec: 96,422 | epoch: 1 | remaining: 295s    
step 00016 (2.6%) | loss: 6.644847 | lrm: 1.00 | dt: 1484ms | tok/sec: 22,074 | epoch: 1 | remaining: 294s    
step 00017 (2.8%) | loss: 6.619652 | lrm: 1.00 | dt: 908ms | tok/sec: 36,078 | epoch: 1 | remaining: 293s    
step 00018 (3.0%) | loss: 6.583145 | lrm: 1.00 | dt: 464ms | tok/sec: 70,625 | epoch: 1 | remaining: 292s    
step 00019 (3.1%) | loss: 6.558253 | lrm: 1.00 | dt: 437ms | tok/sec: 74,936 | epoch: 1 | remaining: 292s    
step 00020 (3.3%) | loss: 6.528729 | lrm: 1.00 | dt: 436ms | tok/sec: 75,109 | epoch: 1 | remaining: 292s    
step 00021 (3.5%) | loss: 6.510713 | lrm: 1.00 | dt: 428ms | tok/sec: 76,581 | epoch: 1 | remaining: 291s    
step 00022 (3.6%) | loss: 6.489742 | lrm: 1.00 | dt: 447ms | tok/sec: 73,259 | epoch: 1 | remaining: 291s    
step 00023 (3.8%) | loss: 6.478402 | lrm: 1.00 | dt: 483ms | tok/sec: 67,806 | epoch: 1 | remaining: 290s    
step 00024 (3.9%) | loss: 6.457829 | lrm: 1.00 | dt: 528ms | tok/sec: 62,059 | epoch: 1 | remaining: 290s    
step 00025 (4.1%) | loss: 6.442104 | lrm: 1.00 | dt: 564ms | tok/sec: 58,092 | epoch: 1 | remaining: 289s    
step 00026 (4.3%) | loss: 6.428210 | lrm: 1.00 | dt: 562ms | tok/sec: 58,256 | epoch: 1 | remaining: 288s    
step 00027 (4.4%) | loss: 6.417258 | lrm: 1.00 | dt: 548ms | tok/sec: 59,846 | epoch: 1 | remaining: 288s    
step 00028 (4.6%) | loss: 6.392976 | lrm: 1.00 | dt: 532ms | tok/sec: 61,601 | epoch: 1 | remaining: 287s    
step 00029 (4.8%) | loss: 6.367977 | lrm: 1.00 | dt: 511ms | tok/sec: 64,149 | epoch: 1 | remaining: 287s    
step 00030 (4.9%) | loss: 6.333317 | lrm: 1.00 | dt: 507ms | tok/sec: 64,644 | epoch: 1 | remaining: 286s    
step 00031 (5.1%) | loss: 6.297484 | lrm: 1.00 | dt: 517ms | tok/sec: 63,363 | epoch: 1 | remaining: 286s    
step 00032 (5.3%) | loss: 6.263621 | lrm: 1.00 | dt: 525ms | tok/sec: 62,463 | epoch: 1 | remaining: 285s    
step 00033 (5.4%) | loss: 6.229891 | lrm: 1.00 | dt: 530ms | tok/sec: 61,770 | epoch: 1 | remaining: 285s    
step 00034 (5.6%) | loss: 6.183276 | lrm: 1.00 | dt: 531ms | tok/sec: 61,692 | epoch: 1 | remaining: 284s    
step 00035 (5.8%) | loss: 6.136035 | lrm: 1.00 | dt: 526ms | tok/sec: 62,328 | epoch: 1 | remaining: 284s    
step 00036 (5.9%) | loss: 6.084726 | lrm: 1.00 | dt: 510ms | tok/sec: 64,265 | epoch: 1 | remaining: 283s    
step 00037 (6.1%) | loss: 6.039876 | lrm: 1.00 | dt: 507ms | tok/sec: 64,652 | epoch: 1 | remaining: 283s    
step 00038 (6.2%) | loss: 5.996975 | lrm: 1.00 | dt: 509ms | tok/sec: 64,341 | epoch: 1 | remaining: 282s    
step 00039 (6.4%) | loss: 5.960979 | lrm: 1.00 | dt: 518ms | tok/sec: 63,315 | epoch: 1 | remaining: 282s    
step 00040 (6.6%) | loss: 5.910100 | lrm: 1.00 | dt: 531ms | tok/sec: 61,715 | epoch: 1 | remaining: 281s    
step 00041 (6.7%) | loss: 5.873471 | lrm: 1.00 | dt: 545ms | tok/sec: 60,071 | epoch: 1 | remaining: 281s    
step 00042 (6.9%) | loss: 5.815305 | lrm: 1.00 | dt: 559ms | tok/sec: 58,597 | epoch: 1 | remaining: 280s    
step 00043 (7.1%) | loss: 5.766759 | lrm: 1.00 | dt: 557ms | tok/sec: 58,822 | epoch: 1 | remaining: 280s    
step 00044 (7.2%) | loss: 5.716279 | lrm: 1.00 | dt: 553ms | tok/sec: 59,253 | epoch: 1 | remaining: 279s    
step 00045 (7.4%) | loss: 5.682181 | lrm: 1.00 | dt: 532ms | tok/sec: 61,597 | epoch: 1 | remaining: 278s    
step 00046 (7.6%) | loss: 5.638432 | lrm: 1.00 | dt: 522ms | tok/sec: 62,748 | epoch: 1 | remaining: 278s    
step 00047 (7.7%) | loss: 5.594250 | lrm: 1.00 | dt: 521ms | tok/sec: 62,872 | epoch: 1 | remaining: 277s    
step 00048 (7.9%) | loss: 5.553771 | lrm: 1.00 | dt: 539ms | tok/sec: 60,777 | epoch: 1 | remaining: 277s    
step 00049 (8.1%) | loss: 5.520896 | lrm: 1.00 | dt: 558ms | tok/sec: 58,697 | epoch: 1 | remaining: 276s    
step 00050 (8.2%) | loss: 5.478192 | lrm: 1.00 | dt: 569ms | tok/sec: 57,553 | epoch: 1 | remaining: 276s    
step 00051 (8.4%) | loss: 5.438607 | lrm: 1.00 | dt: 568ms | tok/sec: 57,660 | epoch: 1 | remaining: 275s    
step 00052 (8.6%) | loss: 5.394401 | lrm: 1.00 | dt: 561ms | tok/sec: 58,390 | epoch: 1 | remaining: 275s    
