Condition: d1
Data/tokenizer loaded in 0.4s
Time budget: 300s
Gradient accumulation steps: 1
Model compiled in 0.9s

step 00000 (0.0%) | loss: 9.011253 | lrm: 1.00 | dt: 918ms | tok/sec: 35,678 | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.974988 | lrm: 1.00 | dt: 354ms | tok/sec: 92,494 | epoch: 1 | remaining: 300s    
step 00002 (0.1%) | loss: 8.602239 | lrm: 1.00 | dt: 573ms | tok/sec: 57,221 | epoch: 1 | remaining: 299s    
step 00003 (0.1%) | loss: 8.240005 | lrm: 1.00 | dt: 413ms | tok/sec: 79,422 | epoch: 1 | remaining: 299s    
step 00004 (0.2%) | loss: 7.949392 | lrm: 1.00 | dt: 850ms | tok/sec: 38,541 | epoch: 1 | remaining: 298s    
step 00005 (0.2%) | loss: 7.716455 | lrm: 1.00 | dt: 735ms | tok/sec: 44,605 | epoch: 1 | remaining: 297s    
step 00006 (0.3%) | loss: 7.539962 | lrm: 1.00 | dt: 490ms | tok/sec: 66,817 | epoch: 1 | remaining: 297s    
step 00007 (0.3%) | loss: 7.399635 | lrm: 1.00 | dt: 1028ms | tok/sec: 31,886 | epoch: 1 | remaining: 296s    
step 00008 (0.4%) | loss: 7.293482 | lrm: 1.00 | dt: 1815ms | tok/sec: 18,056 | epoch: 1 | remaining: 294s    
step 00009 (0.4%) | loss: 7.187325 | lrm: 1.00 | dt: 905ms | tok/sec: 36,214 | epoch: 1 | remaining: 293s    
step 00010 (0.5%) | loss: 7.071413 | lrm: 1.00 | dt: 572ms | tok/sec: 57,322 | epoch: 1 | remaining: 292s    
step 00011 (0.5%) | loss: 6.953443 | lrm: 1.00 | dt: 730ms | tok/sec: 44,887 | epoch: 1 | remaining: 292s    
step 00012 (0.6%) | loss: 6.849072 | lrm: 1.00 | dt: 1049ms | tok/sec: 31,234 | epoch: 1 | remaining: 290s    
step 00013 (0.6%) | loss: 6.754002 | lrm: 1.00 | dt: 1409ms | tok/sec: 23,256 | epoch: 1 | remaining: 289s    
step 00014 (0.7%) | loss: 6.649488 | lrm: 1.00 | dt: 925ms | tok/sec: 35,433 | epoch: 1 | remaining: 288s    
step 00015 (0.7%) | loss: 6.552421 | lrm: 1.00 | dt: 730ms | tok/sec: 44,870 | epoch: 1 | remaining: 287s    
step 00016 (0.8%) | loss: 6.455497 | lrm: 1.00 | dt: 788ms | tok/sec: 41,567 | epoch: 1 | remaining: 287s    
step 00017 (0.8%) | loss: 6.375814 | lrm: 1.00 | dt: 1092ms | tok/sec: 30,017 | epoch: 1 | remaining: 286s    
step 00018 (0.9%) | loss: 6.284223 | lrm: 1.00 | dt: 1325ms | tok/sec: 24,723 | epoch: 1 | remaining: 284s    
step 00019 (0.9%) | loss: 6.207394 | lrm: 1.00 | dt: 957ms | tok/sec: 34,248 | epoch: 1 | remaining: 283s    
step 00020 (1.0%) | loss: 6.124742 | lrm: 1.00 | dt: 831ms | tok/sec: 39,443 | epoch: 1 | remaining: 282s    
step 00021 (1.0%) | loss: 6.061297 | lrm: 1.00 | dt: 903ms | tok/sec: 36,298 | epoch: 1 | remaining: 282s    
step 00022 (1.1%) | loss: 5.997591 | lrm: 1.00 | dt: 1066ms | tok/sec: 30,727 | epoch: 1 | remaining: 280s    
step 00023 (1.1%) | loss: 5.934534 | lrm: 1.00 | dt: 1065ms | tok/sec: 30,768 | epoch: 1 | remaining: 279s    
step 00024 (1.2%) | loss: 5.872963 | lrm: 1.00 | dt: 968ms | tok/sec: 33,855 | epoch: 1 | remaining: 278s    
step 00025 (1.2%) | loss: 5.816332 | lrm: 1.00 | dt: 1001ms | tok/sec: 32,739 | epoch: 1 | remaining: 277s    
