Condition: d1
Data/tokenizer loaded in 0.3s
Time budget: 300s
Gradient accumulation steps: 1
Model compiled in 0.6s

step 00000 (0.0%) | loss: 9.011253 | lrm: 1.00 | dt: 548ms | tok/sec: 59,804 | epoch: 1 | remaining: 300s    
step 00001 (0.1%) | loss: 8.975000 | lrm: 1.00 | dt: 283ms | tok/sec: 115,754 | epoch: 1 | remaining: 300s    
step 00002 (0.2%) | loss: 8.602256 | lrm: 1.00 | dt: 506ms | tok/sec: 64,727 | epoch: 1 | remaining: 299s    
step 00003 (0.3%) | loss: 8.240035 | lrm: 1.00 | dt: 375ms | tok/sec: 87,384 | epoch: 1 | remaining: 299s    
step 00004 (0.4%) | loss: 7.949604 | lrm: 1.00 | dt: 468ms | tok/sec: 69,957 | epoch: 1 | remaining: 298s    
step 00005 (0.5%) | loss: 7.716375 | lrm: 1.00 | dt: 540ms | tok/sec: 60,684 | epoch: 1 | remaining: 298s    
step 00006 (0.6%) | loss: 7.540222 | lrm: 1.00 | dt: 560ms | tok/sec: 58,565 | epoch: 1 | remaining: 297s    
step 00007 (0.7%) | loss: 7.394607 | lrm: 1.00 | dt: 1591ms | tok/sec: 20,591 | epoch: 1 | remaining: 296s    
step 00008 (0.8%) | loss: 7.290676 | lrm: 1.00 | dt: 1783ms | tok/sec: 18,374 | epoch: 1 | remaining: 294s    
step 00009 (0.9%) | loss: 7.175502 | lrm: 1.00 | dt: 604ms | tok/sec: 54,238 | epoch: 1 | remaining: 293s    
step 00010 (1.0%) | loss: 7.089353 | lrm: 1.00 | dt: 547ms | tok/sec: 59,891 | epoch: 1 | remaining: 293s    
step 00011 (1.1%) | loss: 6.973176 | lrm: 1.00 | dt: 808ms | tok/sec: 40,554 | epoch: 1 | remaining: 292s    
step 00012 (1.2%) | loss: 6.863655 | lrm: 1.00 | dt: 1508ms | tok/sec: 21,734 | epoch: 1 | remaining: 290s    
step 00013 (1.3%) | loss: 6.751389 | lrm: 1.00 | dt: 1135ms | tok/sec: 28,882 | epoch: 1 | remaining: 289s    
step 00014 (1.4%) | loss: 6.643768 | lrm: 1.00 | dt: 760ms | tok/sec: 43,103 | epoch: 1 | remaining: 289s    
step 00015 (1.5%) | loss: 6.545351 | lrm: 1.00 | dt: 814ms | tok/sec: 40,249 | epoch: 1 | remaining: 288s    
step 00016 (1.6%) | loss: 6.448945 | lrm: 1.00 | dt: 1116ms | tok/sec: 29,364 | epoch: 1 | remaining: 287s    
step 00017 (1.7%) | loss: 6.369505 | lrm: 1.00 | dt: 1234ms | tok/sec: 26,557 | epoch: 1 | remaining: 285s    
step 00018 (1.8%) | loss: 6.278727 | lrm: 1.00 | dt: 907ms | tok/sec: 36,142 | epoch: 1 | remaining: 284s    
step 00019 (1.9%) | loss: 6.200756 | lrm: 1.00 | dt: 865ms | tok/sec: 37,894 | epoch: 1 | remaining: 284s    
step 00020 (2.0%) | loss: 6.118097 | lrm: 1.00 | dt: 1038ms | tok/sec: 31,577 | epoch: 1 | remaining: 283s    
step 00021 (2.1%) | loss: 6.054561 | lrm: 1.00 | dt: 1148ms | tok/sec: 28,546 | epoch: 1 | remaining: 281s    
step 00022 (2.2%) | loss: 5.990061 | lrm: 1.00 | dt: 991ms | tok/sec: 33,058 | epoch: 1 | remaining: 280s    
step 00023 (2.3%) | loss: 5.926117 | lrm: 1.00 | dt: 891ms | tok/sec: 36,762 | epoch: 1 | remaining: 280s    
step 00024 (2.4%) | loss: 5.863242 | lrm: 1.00 | dt: 1001ms | tok/sec: 32,729 | epoch: 1 | remaining: 279s    
step 00025 (2.5%) | loss: 5.805720 | lrm: 1.00 | dt: 1034ms | tok/sec: 31,703 | epoch: 1 | remaining: 277s    
step 00026 (2.6%) | loss: 5.755890 | lrm: 1.00 | dt: 1007ms | tok/sec: 32,546 | epoch: 1 | remaining: 276s    
step 00027 (2.7%) | loss: 5.708768 | lrm: 1.00 | dt: 984ms | tok/sec: 33,283 | epoch: 1 | remaining: 276s    
step 00028 (2.8%) | loss: 5.651911 | lrm: 1.00 | dt: 1022ms | tok/sec: 32,074 | epoch: 1 | remaining: 274s    
step 00029 (2.9%) | loss: 5.601462 | lrm: 1.00 | dt: 1028ms | tok/sec: 31,866 | epoch: 1 | remaining: 273s    
step 00030 (3.0%) | loss: 5.551116 | lrm: 1.00 | dt: 992ms | tok/sec: 33,018 | epoch: 1 | remaining: 272s    
step 00031 (3.1%) | loss: 5.503115 | lrm: 1.00 | dt: 997ms | tok/sec: 32,854 | epoch: 1 | remaining: 271s    
step 00032 (3.2%) | loss: 5.461661 | lrm: 1.00 | dt: 994ms | tok/sec: 32,974 | epoch: 1 | remaining: 270s    
step 00033 (3.3%) | loss: 5.426152 | lrm: 1.00 | dt: 1017ms | tok/sec: 32,231 | epoch: 1 | remaining: 269s    
step 00034 (3.4%) | loss: 5.378600 | lrm: 1.00 | dt: 1007ms | tok/sec: 32,551 | epoch: 1 | remaining: 268s    
step 00035 (3.5%) | loss: 5.339235 | lrm: 1.00 | dt: 993ms | tok/sec: 32,987 | epoch: 1 | remaining: 267s    
step 00036 (3.6%) | loss: 5.294584 | lrm: 1.00 | dt: 991ms | tok/sec: 33,055 | epoch: 1 | remaining: 266s    
step 00037 (3.6%) | loss: 5.263277 | lrm: 1.00 | dt: 1000ms | tok/sec: 32,769 | epoch: 1 | remaining: 265s    
step 00038 (3.7%) | loss: 5.231325 | lrm: 1.00 | dt: 1024ms | tok/sec: 31,986 | epoch: 1 | remaining: 264s    
step 00039 (3.8%) | loss: 5.205000 | lrm: 1.00 | dt: 1000ms | tok/sec: 32,751 | epoch: 1 | remaining: 263s    
step 00040 (3.9%) | loss: 5.167497 | lrm: 1.00 | dt: 975ms | tok/sec: 33,608 | epoch: 1 | remaining: 262s    
step 00041 (4.0%) | loss: 5.146340 | lrm: 1.00 | dt: 1067ms | tok/sec: 30,700 | epoch: 1 | remaining: 261s    
step 00042 (4.1%) | loss: 5.106042 | lrm: 1.00 | dt: 1025ms | tok/sec: 31,979 | epoch: 1 | remaining: 260s    
step 00043 (4.2%) | loss: 5.076446 | lrm: 1.00 | dt: 999ms | tok/sec: 32,812 | epoch: 1 | remaining: 259s    
step 00044 (4.3%) | loss: 5.047415 | lrm: 1.00 | dt: 1017ms | tok/sec: 32,216 | epoch: 1 | remaining: 258s    
step 00045 (4.4%) | loss: 5.036309 | lrm: 1.00 | dt: 1039ms | tok/sec: 31,537 | epoch: 1 | remaining: 257s    
step 00046 (4.5%) | loss: 5.013882 | lrm: 1.00 | dt: 1000ms | tok/sec: 32,760 | epoch: 1 | remaining: 256s    
step 00047 (4.6%) | loss: 4.991858 | lrm: 1.00 | dt: 996ms | tok/sec: 32,911 | epoch: 1 | remaining: 255s    
step 00048 (4.7%) | loss: 4.972267 | lrm: 1.00 | dt: 1017ms | tok/sec: 32,231 | epoch: 1 | remaining: 254s    
step 00049 (4.8%) | loss: 4.961279 | lrm: 1.00 | dt: 1023ms | tok/sec: 32,040 | epoch: 1 | remaining: 253s    
step 00050 (4.9%) | loss: 4.939885 | lrm: 1.00 | dt: 1010ms | tok/sec: 32,430 | epoch: 1 | remaining: 252s    
step 00051 (5.0%) | loss: 4.920215 | lrm: 1.00 | dt: 1012ms | tok/sec: 32,381 | epoch: 1 | remaining: 251s    
step 00052 (5.1%) | loss: 4.897037 | lrm: 1.00 | dt: 979ms | tok/sec: 33,462 | epoch: 1 | remaining: 250s    
step 00053 (5.2%) | loss: 4.881657 | lrm: 1.00 | dt: 1009ms | tok/sec: 32,491 | epoch: 1 | remaining: 249s    
step 00054 (5.3%) | loss: 4.864840 | lrm: 1.00 | dt: 1039ms | tok/sec: 31,524 | epoch: 1 | remaining: 248s    
step 00055 (5.4%) | loss: 4.849699 | lrm: 1.00 | dt: 1002ms | tok/sec: 32,711 | epoch: 1 | remaining: 247s    
step 00056 (5.5%) | loss: 4.835532 | lrm: 1.00 | dt: 1004ms | tok/sec: 32,643 | epoch: 1 | remaining: 246s    
step 00057 (5.6%) | loss: 4.818662 | lrm: 1.00 | dt: 1020ms | tok/sec: 32,112 | epoch: 1 | remaining: 245s    
step 00058 (5.7%) | loss: 4.813652 | lrm: 1.00 | dt: 1021ms | tok/sec: 32,097 | epoch: 1 | remaining: 244s    
step 00059 (5.8%) | loss: 4.801817 | lrm: 1.00 | dt: 1036ms | tok/sec: 31,626 | epoch: 1 | remaining: 243s    
step 00060 (5.9%) | loss: 4.782106 | lrm: 1.00 | dt: 1033ms | tok/sec: 31,723 | epoch: 1 | remaining: 242s    
step 00061 (6.0%) | loss: 4.768134 | lrm: 1.00 | dt: 1010ms | tok/sec: 32,439 | epoch: 1 | remaining: 241s    
step 00062 (6.1%) | loss: 4.751660 | lrm: 1.00 | dt: 991ms | tok/sec: 33,052 | epoch: 1 | remaining: 240s    
step 00063 (6.2%) | loss: 4.746212 | lrm: 1.00 | dt: 980ms | tok/sec: 33,422 | epoch: 1 | remaining: 239s    
step 00064 (6.3%) | loss: 4.732435 | lrm: 1.00 | dt: 1060ms | tok/sec: 30,919 | epoch: 1 | remaining: 238s    
step 00065 (6.4%) | loss: 4.718650 | lrm: 1.00 | dt: 1026ms | tok/sec: 31,937 | epoch: 1 | remaining: 237s    
step 00066 (6.5%) | loss: 4.708827 | lrm: 1.00 | dt: 1033ms | tok/sec: 31,732 | epoch: 1 | remaining: 236s    
step 00067 (6.6%) | loss: 4.690027 | lrm: 1.00 | dt: 1031ms | tok/sec: 31,783 | epoch: 1 | remaining: 235s    
step 00068 (6.7%) | loss: 4.678292 | lrm: 1.00 | dt: 1011ms | tok/sec: 32,406 | epoch: 1 | remaining: 234s    
step 00069 (6.8%) | loss: 4.663534 | lrm: 1.00 | dt: 1000ms | tok/sec: 32,757 | epoch: 1 | remaining: 233s    
step 00070 (6.9%) | loss: 4.649429 | lrm: 1.00 | dt: 1032ms | tok/sec: 31,744 | epoch: 1 | remaining: 232s    
step 00071 (7.0%) | loss: 4.633629 | lrm: 1.00 | dt: 1024ms | tok/sec: 31,999 | epoch: 1 | remaining: 231s    
step 00072 (7.1%) | loss: 4.621486 | lrm: 1.00 | dt: 1002ms | tok/sec: 32,693 | epoch: 1 | remaining: 230s    
step 00073 (7.2%) | loss: 4.607994 | lrm: 1.00 | dt: 991ms | tok/sec: 33,057 | epoch: 1 | remaining: 229s    
step 00074 (7.3%) | loss: 4.590490 | lrm: 1.00 | dt: 1058ms | tok/sec: 30,962 | epoch: 1 | remaining: 228s    
step 00075 (7.4%) | loss: 4.576080 | lrm: 1.00 | dt: 1034ms | tok/sec: 31,702 | epoch: 1 | remaining: 227s    
step 00076 (7.5%) | loss: 4.566885 | lrm: 1.00 | dt: 997ms | tok/sec: 32,856 | epoch: 1 | remaining: 226s    
step 00077 (7.6%) | loss: 4.550434 | lrm: 1.00 | dt: 1011ms | tok/sec: 32,423 | epoch: 1 | remaining: 225s    
step 00078 (7.7%) | loss: 4.539865 | lrm: 1.00 | dt: 1055ms | tok/sec: 31,048 | epoch: 1 | remaining: 224s    
step 00079 (7.8%) | loss: 4.533357 | lrm: 1.00 | dt: 1029ms | tok/sec: 31,853 | epoch: 1 | remaining: 223s    
step 00080 (7.9%) | loss: 4.517340 | lrm: 1.00 | dt: 1006ms | tok/sec: 32,556 | epoch: 1 | remaining: 222s    
step 00081 (8.0%) | loss: 4.505745 | lrm: 1.00 | dt: 1018ms | tok/sec: 32,199 | epoch: 1 | remaining: 221s    
step 00082 (8.1%) | loss: 4.494795 | lrm: 1.00 | dt: 1057ms | tok/sec: 31,009 | epoch: 1 | remaining: 220s    
step 00083 (8.2%) | loss: 4.479541 | lrm: 1.00 | dt: 1011ms | tok/sec: 32,407 | epoch: 1 | remaining: 219s    
step 00084 (8.3%) | loss: 4.463299 | lrm: 1.00 | dt: 999ms | tok/sec: 32,791 | epoch: 1 | remaining: 218s    
step 00085 (8.4%) | loss: 4.447241 | lrm: 1.00 | dt: 1024ms | tok/sec: 31,992 | epoch: 1 | remaining: 217s    
step 00086 (8.5%) | loss: 4.426091 | lrm: 1.00 | dt: 1012ms | tok/sec: 32,365 | epoch: 1 | remaining: 216s    
step 00087 (8.6%) | loss: 4.423083 | lrm: 1.00 | dt: 1034ms | tok/sec: 31,688 | epoch: 1 | remaining: 215s    
step 00088 (8.7%) | loss: 4.408820 | lrm: 1.00 | dt: 1020ms | tok/sec: 32,118 | epoch: 1 | remaining: 214s    
step 00089 (8.8%) | loss: 4.408927 | lrm: 1.00 | dt: 1008ms | tok/sec: 32,499 | epoch: 1 | remaining: 213s    
step 00090 (8.9%) | loss: 4.403335 | lrm: 1.00 | dt: 1007ms | tok/sec: 32,537 | epoch: 1 | remaining: 212s    
step 00091 (9.0%) | loss: 4.394271 | lrm: 1.00 | dt: 1001ms | tok/sec: 32,735 | epoch: 1 | remaining: 211s    
step 00092 (9.1%) | loss: 4.402132 | lrm: 1.00 | dt: 1008ms | tok/sec: 32,492 | epoch: 1 | remaining: 210s    
step 00093 (9.2%) | loss: 4.388602 | lrm: 1.00 | dt: 1059ms | tok/sec: 30,950 | epoch: 1 | remaining: 208s    
step 00094 (9.3%) | loss: 4.383640 | lrm: 1.00 | dt: 1025ms | tok/sec: 31,960 | epoch: 1 | remaining: 207s    
step 00095 (9.4%) | loss: 4.369769 | lrm: 1.00 | dt: 1016ms | tok/sec: 32,247 | epoch: 1 | remaining: 206s    
step 00096 (9.5%) | loss: 4.357141 | lrm: 1.00 | dt: 1041ms | tok/sec: 31,474 | epoch: 1 | remaining: 205s    
step 00097 (9.6%) | loss: 4.339282 | lrm: 1.00 | dt: 1000ms | tok/sec: 32,761 | epoch: 1 | remaining: 204s    
step 00098 (9.7%) | loss: 4.327093 | lrm: 1.00 | dt: 1026ms | tok/sec: 31,949 | epoch: 1 | remaining: 203s    
step 00099 (9.8%) | loss: 4.313411 | lrm: 1.00 | dt: 1032ms | tok/sec: 31,741 | epoch: 1 | remaining: 202s    
step 00100 (9.9%) | loss: 4.299538 | lrm: 1.00 | dt: 998ms | tok/sec: 32,836 | epoch: 1 | remaining: 201s    
step 00101 (10.0%) | loss: 4.287396 | lrm: 1.00 | dt: 1036ms | tok/sec: 31,641 | epoch: 1 | remaining: 200s    
step 00102 (10.1%) | loss: 4.280284 | lrm: 1.00 | dt: 1008ms | tok/sec: 32,507 | epoch: 1 | remaining: 199s    
step 00103 (10.2%) | loss: 4.267688 | lrm: 1.00 | dt: 1013ms | tok/sec: 32,334 | epoch: 1 | remaining: 198s    
step 00104 (10.3%) | loss: 4.253761 | lrm: 1.00 | dt: 1068ms | tok/sec: 30,681 | epoch: 1 | remaining: 197s    
step 00105 (10.4%) | loss: 4.243153 | lrm: 1.00 | dt: 1010ms | tok/sec: 32,432 | epoch: 1 | remaining: 196s    
step 00106 (10.5%) | loss: 4.239218 | lrm: 1.00 | dt: 1017ms | tok/sec: 32,206 | epoch: 1 | remaining: 195s    
step 00107 (10.6%) | loss: 4.234203 | lrm: 1.00 | dt: 1021ms | tok/sec: 32,080 | epoch: 1 | remaining: 194s    
