Condition: d1
Data/tokenizer loaded in 0.3s
Time budget: 300s
Gradient accumulation steps: 1
Model compiled in 0.6s

step 00000 (0.0%) | loss: 9.011134 | lrm: 1.00 | dt: 564ms | tok/sec: 58,139 | epoch: 1 | remaining: 300s    
step 00102 (10.1%) | loss: 4.326585 | lrm: 1.00 | dt: 1016ms | tok/sec: 32,239 | epoch: 1 | remaining: 201s    
step 00103 (10.2%) | loss: 4.313679 | lrm: 1.00 | dt: 1016ms | tok/sec: 32,237 | epoch: 1 | remaining: 200s    
step 00104 (10.3%) | loss: 4.298739 | lrm: 1.00 | dt: 1024ms | tok/sec: 32,012 | epoch: 1 | remaining: 199s    
step 00105 (10.4%) | loss: 4.286802 | lrm: 1.00 | dt: 999ms | tok/sec: 32,792 | epoch: 1 | remaining: 198s    
step 00106 (10.5%) | loss: 4.280051 | lrm: 1.00 | dt: 1002ms | tok/sec: 32,705 | epoch: 1 | remaining: 197s    
step 00107 (10.6%) | loss: 4.274981 | lrm: 1.00 | dt: 1017ms | tok/sec: 32,230 | epoch: 1 | remaining: 196s    
step 00108 (10.7%) | loss: 4.261651 | lrm: 1.00 | dt: 1007ms | tok/sec: 32,524 | epoch: 1 | remaining: 195s    
step 00109 (10.7%) | loss: 4.254874 | lrm: 1.00 | dt: 1016ms | tok/sec: 32,262 | epoch: 1 | remaining: 194s    
step 00110 (10.8%) | loss: 4.242094 | lrm: 1.00 | dt: 1001ms | tok/sec: 32,721 | epoch: 1 | remaining: 193s    
step 00111 (10.9%) | loss: 4.230934 | lrm: 1.00 | dt: 999ms | tok/sec: 32,812 | epoch: 1 | remaining: 192s    
step 00112 (11.0%) | loss: 4.230307 | lrm: 1.00 | dt: 994ms | tok/sec: 32,961 | epoch: 1 | remaining: 191s    
step 00113 (11.1%) | loss: 4.210667 | lrm: 1.00 | dt: 999ms | tok/sec: 32,815 | epoch: 1 | remaining: 190s    
step 00114 (11.2%) | loss: 4.192351 | lrm: 1.00 | dt: 1030ms | tok/sec: 31,808 | epoch: 1 | remaining: 189s    
step 00115 (11.3%) | loss: 4.178392 | lrm: 1.00 | dt: 1011ms | tok/sec: 32,408 | epoch: 1 | remaining: 188s    
step 00116 (11.4%) | loss: 4.162322 | lrm: 1.00 | dt: 1000ms | tok/sec: 32,752 | epoch: 1 | remaining: 187s    
step 00117 (11.5%) | loss: 4.156287 | lrm: 1.00 | dt: 991ms | tok/sec: 33,073 | epoch: 1 | remaining: 186s    
step 00118 (11.6%) | loss: 4.156590 | lrm: 1.00 | dt: 1009ms | tok/sec: 32,473 | epoch: 1 | remaining: 185s    
step 00119 (11.7%) | loss: 4.143111 | lrm: 1.00 | dt: 1041ms | tok/sec: 31,486 | epoch: 1 | remaining: 184s    
step 00120 (11.8%) | loss: 4.129359 | lrm: 1.00 | dt: 1009ms | tok/sec: 32,480 | epoch: 1 | remaining: 182s    
step 00121 (11.9%) | loss: 4.119790 | lrm: 1.00 | dt: 1005ms | tok/sec: 32,594 | epoch: 1 | remaining: 181s    
step 00122 (12.0%) | loss: 4.108028 | lrm: 1.00 | dt: 918ms | tok/sec: 35,683 | epoch: 1 | remaining: 181s    
step 00123 (12.1%) | loss: 4.100058 | lrm: 1.00 | dt: 1008ms | tok/sec: 32,522 | epoch: 1 | remaining: 180s    
step 00124 (12.2%) | loss: 4.090829 | lrm: 1.00 | dt: 1010ms | tok/sec: 32,433 | epoch: 1 | remaining: 179s    
step 00125 (12.3%) | loss: 4.084089 | lrm: 1.00 | dt: 1051ms | tok/sec: 31,191 | epoch: 1 | remaining: 178s    
step 00126 (12.4%) | loss: 4.088258 | lrm: 1.00 | dt: 991ms | tok/sec: 33,051 | epoch: 1 | remaining: 177s    
step 00127 (12.5%) | loss: 4.066782 | lrm: 1.00 | dt: 1013ms | tok/sec: 32,361 | epoch: 1 | remaining: 175s    
step 00128 (12.6%) | loss: 4.062380 | lrm: 1.00 | dt: 1003ms | tok/sec: 32,678 | epoch: 1 | remaining: 174s    
step 00129 (12.7%) | loss: 4.054818 | lrm: 1.00 | dt: 1001ms | tok/sec: 32,738 | epoch: 1 | remaining: 173s    
step 00130 (12.8%) | loss: 4.047063 | lrm: 1.00 | dt: 952ms | tok/sec: 34,428 | epoch: 1 | remaining: 173s    
step 00131 (12.9%) | loss: 4.031593 | lrm: 1.00 | dt: 1056ms | tok/sec: 31,016 | epoch: 1 | remaining: 171s    
step 00132 (13.0%) | loss: 4.019205 | lrm: 1.00 | dt: 1050ms | tok/sec: 31,193 | epoch: 1 | remaining: 170s    
step 00133 (13.1%) | loss: 4.008264 | lrm: 1.00 | dt: 1007ms | tok/sec: 32,540 | epoch: 1 | remaining: 169s    
step 00134 (13.2%) | loss: 4.002997 | lrm: 1.00 | dt: 1006ms | tok/sec: 32,569 | epoch: 1 | remaining: 168s    
step 00135 (13.3%) | loss: 3.995482 | lrm: 1.00 | dt: 1001ms | tok/sec: 32,734 | epoch: 1 | remaining: 167s    
step 00136 (13.4%) | loss: 3.980201 | lrm: 1.00 | dt: 1027ms | tok/sec: 31,906 | epoch: 1 | remaining: 166s    
step 00137 (13.5%) | loss: 3.971876 | lrm: 1.00 | dt: 1050ms | tok/sec: 31,203 | epoch: 1 | remaining: 165s    
step 00138 (13.6%) | loss: 3.965061 | lrm: 1.00 | dt: 1033ms | tok/sec: 31,719 | epoch: 1 | remaining: 164s    
step 00139 (13.7%) | loss: 3.964613 | lrm: 1.00 | dt: 1039ms | tok/sec: 31,551 | epoch: 1 | remaining: 163s    
step 00140 (13.8%) | loss: 3.958041 | lrm: 1.00 | dt: 987ms | tok/sec: 33,202 | epoch: 1 | remaining: 162s    
step 00141 (13.9%) | loss: 3.954810 | lrm: 1.00 | dt: 1050ms | tok/sec: 31,219 | epoch: 1 | remaining: 161s    
step 00142 (14.0%) | loss: 3.951351 | lrm: 1.00 | dt: 1025ms | tok/sec: 31,957 | epoch: 1 | remaining: 160s    
step 00143 (14.1%) | loss: 3.937158 | lrm: 1.00 | dt: 1034ms | tok/sec: 31,691 | epoch: 1 | remaining: 159s    
step 00144 (14.2%) | loss: 3.924081 | lrm: 1.00 | dt: 1050ms | tok/sec: 31,208 | epoch: 1 | remaining: 158s    
step 00145 (14.3%) | loss: 3.916472 | lrm: 1.00 | dt: 1049ms | tok/sec: 31,242 | epoch: 1 | remaining: 157s    
step 00146 (14.4%) | loss: 3.908652 | lrm: 1.00 | dt: 1021ms | tok/sec: 32,094 | epoch: 1 | remaining: 156s    
step 00147 (14.5%) | loss: 3.904365 | lrm: 1.00 | dt: 1036ms | tok/sec: 31,622 | epoch: 1 | remaining: 155s    
step 00148 (14.6%) | loss: 3.906989 | lrm: 1.00 | dt: 1035ms | tok/sec: 31,656 | epoch: 1 | remaining: 154s    
step 00149 (14.7%) | loss: 3.897865 | lrm: 1.00 | dt: 1037ms | tok/sec: 31,597 | epoch: 1 | remaining: 153s    
step 00150 (14.8%) | loss: 3.891175 | lrm: 1.00 | dt: 1025ms | tok/sec: 31,965 | epoch: 1 | remaining: 152s    
step 00151 (14.9%) | loss: 3.886888 | lrm: 1.00 | dt: 1029ms | tok/sec: 31,856 | epoch: 1 | remaining: 151s    
step 00152 (15.0%) | loss: 3.885158 | lrm: 1.00 | dt: 1000ms | tok/sec: 32,771 | epoch: 1 | remaining: 150s    
step 00153 (15.1%) | loss: 3.886873 | lrm: 1.00 | dt: 1043ms | tok/sec: 31,430 | epoch: 1 | remaining: 149s    
step 00154 (15.2%) | loss: 3.875608 | lrm: 1.00 | dt: 1032ms | tok/sec: 31,738 | epoch: 1 | remaining: 148s    
step 00155 (15.3%) | loss: 3.862429 | lrm: 1.00 | dt: 1025ms | tok/sec: 31,972 | epoch: 1 | remaining: 147s    
step 00156 (15.4%) | loss: 3.851219 | lrm: 1.00 | dt: 1042ms | tok/sec: 31,457 | epoch: 1 | remaining: 146s    
step 00157 (15.5%) | loss: 3.839824 | lrm: 1.00 | dt: 1049ms | tok/sec: 31,242 | epoch: 1 | remaining: 145s    
step 00158 (15.6%) | loss: 3.840296 | lrm: 1.00 | dt: 1039ms | tok/sec: 31,525 | epoch: 1 | remaining: 144s    
step 00159 (15.7%) | loss: 3.838341 | lrm: 1.00 | dt: 1035ms | tok/sec: 31,659 | epoch: 1 | remaining: 143s    
step 00160 (15.8%) | loss: 3.843756 | lrm: 1.00 | dt: 1052ms | tok/sec: 31,162 | epoch: 1 | remaining: 142s    
step 00161 (15.9%) | loss: 3.842117 | lrm: 1.00 | dt: 1041ms | tok/sec: 31,465 | epoch: 1 | remaining: 141s    
step 00162 (16.0%) | loss: 3.839623 | lrm: 1.00 | dt: 1034ms | tok/sec: 31,704 | epoch: 1 | remaining: 140s    
step 00163 (16.1%) | loss: 3.827290 | lrm: 1.00 | dt: 1075ms | tok/sec: 30,472 | epoch: 1 | remaining: 138s    
step 00164 (16.2%) | loss: 3.816889 | lrm: 1.00 | dt: 1016ms | tok/sec: 32,246 | epoch: 1 | remaining: 137s    
step 00165 (16.3%) | loss: 3.809811 | lrm: 1.00 | dt: 1056ms | tok/sec: 31,020 | epoch: 1 | remaining: 136s    
step 00166 (16.4%) | loss: 3.798674 | lrm: 1.00 | dt: 1058ms | tok/sec: 30,984 | epoch: 1 | remaining: 135s    
step 00167 (16.5%) | loss: 3.798058 | lrm: 1.00 | dt: 1037ms | tok/sec: 31,594 | epoch: 1 | remaining: 134s    
step 00168 (16.6%) | loss: 3.796794 | lrm: 1.00 | dt: 1063ms | tok/sec: 30,829 | epoch: 1 | remaining: 133s    
step 00169 (16.7%) | loss: 3.787733 | lrm: 1.00 | dt: 1028ms | tok/sec: 31,882 | epoch: 1 | remaining: 132s    
step 00170 (16.8%) | loss: 3.776049 | lrm: 1.00 | dt: 1041ms | tok/sec: 31,477 | epoch: 1 | remaining: 131s    
step 00171 (16.9%) | loss: 3.781751 | lrm: 1.00 | dt: 1026ms | tok/sec: 31,948 | epoch: 1 | remaining: 130s    
step 00172 (17.0%) | loss: 3.774986 | lrm: 1.00 | dt: 1065ms | tok/sec: 30,764 | epoch: 1 | remaining: 129s    
step 00173 (17.1%) | loss: 3.770045 | lrm: 1.00 | dt: 1032ms | tok/sec: 31,737 | epoch: 1 | remaining: 128s    
step 00174 (17.2%) | loss: 3.764304 | lrm: 1.00 | dt: 1036ms | tok/sec: 31,626 | epoch: 1 | remaining: 127s    
step 00175 (17.3%) | loss: 3.758389 | lrm: 1.00 | dt: 1056ms | tok/sec: 31,024 | epoch: 1 | remaining: 126s    
step 00176 (17.4%) | loss: 3.756326 | lrm: 1.00 | dt: 1015ms | tok/sec: 32,274 | epoch: 1 | remaining: 125s    
step 00177 (17.5%) | loss: 3.760485 | lrm: 1.00 | dt: 1060ms | tok/sec: 30,900 | epoch: 1 | remaining: 124s    
step 00178 (17.6%) | loss: 3.756196 | lrm: 1.00 | dt: 1030ms | tok/sec: 31,807 | epoch: 1 | remaining: 123s    
step 00179 (17.7%) | loss: 3.748652 | lrm: 1.00 | dt: 1021ms | tok/sec: 32,090 | epoch: 1 | remaining: 122s    
step 00180 (17.8%) | loss: 3.741661 | lrm: 1.00 | dt: 1007ms | tok/sec: 32,535 | epoch: 1 | remaining: 121s    
step 00181 (17.9%) | loss: 3.732496 | lrm: 1.00 | dt: 1021ms | tok/sec: 32,087 | epoch: 1 | remaining: 120s    
step 00182 (17.9%) | loss: 3.735604 | lrm: 1.00 | dt: 1002ms | tok/sec: 32,698 | epoch: 1 | remaining: 119s    
step 00183 (18.0%) | loss: 3.731145 | lrm: 1.00 | dt: 1018ms | tok/sec: 32,178 | epoch: 1 | remaining: 118s    
step 00184 (18.1%) | loss: 3.736716 | lrm: 1.00 | dt: 1026ms | tok/sec: 31,943 | epoch: 1 | remaining: 117s    
step 00185 (18.2%) | loss: 3.727200 | lrm: 1.00 | dt: 1029ms | tok/sec: 31,829 | epoch: 1 | remaining: 116s    
step 00186 (18.3%) | loss: 3.720757 | lrm: 1.00 | dt: 1003ms | tok/sec: 32,672 | epoch: 1 | remaining: 115s    
step 00187 (18.4%) | loss: 3.713045 | lrm: 1.00 | dt: 997ms | tok/sec: 32,859 | epoch: 1 | remaining: 114s    
step 00188 (18.5%) | loss: 3.705610 | lrm: 1.00 | dt: 1016ms | tok/sec: 32,264 | epoch: 1 | remaining: 113s    
step 00189 (18.6%) | loss: 3.705205 | lrm: 1.00 | dt: 1029ms | tok/sec: 31,851 | epoch: 1 | remaining: 112s    
step 00190 (18.7%) | loss: 3.699753 | lrm: 1.00 | dt: 1008ms | tok/sec: 32,510 | epoch: 1 | remaining: 111s    
step 00191 (18.8%) | loss: 3.693726 | lrm: 1.00 | dt: 1040ms | tok/sec: 31,515 | epoch: 1 | remaining: 110s    
step 00192 (18.9%) | loss: 3.685569 | lrm: 1.00 | dt: 1010ms | tok/sec: 32,430 | epoch: 1 | remaining: 109s    
step 00193 (19.0%) | loss: 3.674600 | lrm: 1.00 | dt: 1007ms | tok/sec: 32,536 | epoch: 1 | remaining: 108s    
step 00194 (19.1%) | loss: 3.676928 | lrm: 1.00 | dt: 1018ms | tok/sec: 32,199 | epoch: 1 | remaining: 107s    
step 00195 (19.2%) | loss: 3.674067 | lrm: 1.00 | dt: 1022ms | tok/sec: 32,071 | epoch: 1 | remaining: 106s    
step 00196 (19.3%) | loss: 3.678877 | lrm: 1.00 | dt: 1003ms | tok/sec: 32,660 | epoch: 1 | remaining: 105s    
step 00197 (19.4%) | loss: 3.676872 | lrm: 1.00 | dt: 997ms | tok/sec: 32,868 | epoch: 1 | remaining: 104s    
