Condition: d3
Data/tokenizer loaded in 0.3s
Time budget: 300s
Gradient accumulation steps: 1
Model compiled in 0.7s

step 00000 (0.0%) | loss: 9.010902 | lrm: 1.00 | dt: 667ms | tok/sec: 49,149 | epoch: 1 | remaining: 300s    
step 00032 (3.6%) | loss: 6.946657 | lrm: 1.00 | dt: 1059ms | tok/sec: 30,938 | epoch: 1 | remaining: 267s    
step 00033 (3.7%) | loss: 6.931617 | lrm: 1.00 | dt: 1053ms | tok/sec: 31,118 | epoch: 1 | remaining: 266s    
step 00034 (3.9%) | loss: 6.919753 | lrm: 1.00 | dt: 1024ms | tok/sec: 32,004 | epoch: 1 | remaining: 265s    
step 00035 (4.0%) | loss: 6.903674 | lrm: 1.00 | dt: 1051ms | tok/sec: 31,170 | epoch: 1 | remaining: 264s    
step 00036 (4.1%) | loss: 6.890348 | lrm: 1.00 | dt: 1029ms | tok/sec: 31,846 | epoch: 1 | remaining: 263s    
step 00037 (4.2%) | loss: 6.867746 | lrm: 1.00 | dt: 1078ms | tok/sec: 30,396 | epoch: 1 | remaining: 262s    
step 00038 (4.3%) | loss: 6.845761 | lrm: 1.00 | dt: 1022ms | tok/sec: 32,048 | epoch: 1 | remaining: 261s    
step 00039 (4.4%) | loss: 6.829873 | lrm: 1.00 | dt: 1052ms | tok/sec: 31,140 | epoch: 1 | remaining: 260s    
step 00040 (4.5%) | loss: 6.806394 | lrm: 1.00 | dt: 1058ms | tok/sec: 30,979 | epoch: 1 | remaining: 259s    
step 00041 (4.6%) | loss: 6.781206 | lrm: 1.00 | dt: 1000ms | tok/sec: 32,771 | epoch: 1 | remaining: 258s    
step 00042 (4.8%) | loss: 6.762450 | lrm: 1.00 | dt: 1059ms | tok/sec: 30,955 | epoch: 1 | remaining: 257s    
step 00043 (4.9%) | loss: 6.750053 | lrm: 1.00 | dt: 1033ms | tok/sec: 31,720 | epoch: 1 | remaining: 255s    
step 00044 (5.0%) | loss: 6.726476 | lrm: 1.00 | dt: 1034ms | tok/sec: 31,704 | epoch: 1 | remaining: 254s    
step 00045 (5.1%) | loss: 6.703588 | lrm: 1.00 | dt: 1006ms | tok/sec: 32,580 | epoch: 1 | remaining: 253s    
step 00046 (5.2%) | loss: 6.681060 | lrm: 1.00 | dt: 1003ms | tok/sec: 32,679 | epoch: 1 | remaining: 252s    
step 00047 (5.3%) | loss: 6.655660 | lrm: 1.00 | dt: 1008ms | tok/sec: 32,494 | epoch: 1 | remaining: 251s    
step 00048 (5.4%) | loss: 6.631719 | lrm: 1.00 | dt: 1016ms | tok/sec: 32,241 | epoch: 1 | remaining: 250s    
step 00049 (5.5%) | loss: 6.611291 | lrm: 1.00 | dt: 1015ms | tok/sec: 32,284 | epoch: 1 | remaining: 249s    
step 00050 (5.7%) | loss: 6.589161 | lrm: 1.00 | dt: 1035ms | tok/sec: 31,653 | epoch: 1 | remaining: 248s    
step 00051 (5.8%) | loss: 6.569358 | lrm: 1.00 | dt: 1017ms | tok/sec: 32,235 | epoch: 1 | remaining: 247s    
step 00052 (5.9%) | loss: 6.539309 | lrm: 1.00 | dt: 1008ms | tok/sec: 32,497 | epoch: 1 | remaining: 246s    
step 00053 (6.0%) | loss: 6.518470 | lrm: 1.00 | dt: 1017ms | tok/sec: 32,219 | epoch: 1 | remaining: 245s    
step 00054 (6.1%) | loss: 6.496193 | lrm: 1.00 | dt: 1033ms | tok/sec: 31,731 | epoch: 1 | remaining: 244s    
step 00055 (6.2%) | loss: 6.484370 | lrm: 1.00 | dt: 1058ms | tok/sec: 30,960 | epoch: 1 | remaining: 243s    
step 00056 (6.3%) | loss: 6.482652 | lrm: 1.00 | dt: 1023ms | tok/sec: 32,039 | epoch: 1 | remaining: 242s    
step 00057 (6.5%) | loss: 6.481106 | lrm: 1.00 | dt: 1027ms | tok/sec: 31,900 | epoch: 1 | remaining: 241s    
step 00058 (6.6%) | loss: 6.462071 | lrm: 1.00 | dt: 985ms | tok/sec: 33,273 | epoch: 1 | remaining: 240s    
step 00059 (6.7%) | loss: 6.452258 | lrm: 1.00 | dt: 1131ms | tok/sec: 28,966 | epoch: 1 | remaining: 239s    
step 00060 (6.8%) | loss: 6.436146 | lrm: 1.00 | dt: 1078ms | tok/sec: 30,409 | epoch: 1 | remaining: 238s    
step 00061 (6.9%) | loss: 6.423906 | lrm: 1.00 | dt: 1038ms | tok/sec: 31,582 | epoch: 1 | remaining: 237s    
step 00062 (7.0%) | loss: 6.418438 | lrm: 1.00 | dt: 995ms | tok/sec: 32,931 | epoch: 1 | remaining: 236s    
step 00063 (7.1%) | loss: 6.416911 | lrm: 1.00 | dt: 1041ms | tok/sec: 31,465 | epoch: 1 | remaining: 235s    
step 00064 (7.2%) | loss: 6.397574 | lrm: 1.00 | dt: 1058ms | tok/sec: 30,975 | epoch: 1 | remaining: 234s    
step 00065 (7.4%) | loss: 6.379381 | lrm: 1.00 | dt: 1017ms | tok/sec: 32,235 | epoch: 1 | remaining: 233s    
step 00066 (7.5%) | loss: 6.359106 | lrm: 1.00 | dt: 1034ms | tok/sec: 31,702 | epoch: 1 | remaining: 232s    
step 00067 (7.6%) | loss: 6.336686 | lrm: 1.00 | dt: 991ms | tok/sec: 33,077 | epoch: 1 | remaining: 231s    
step 00068 (7.7%) | loss: 6.323198 | lrm: 1.00 | dt: 1050ms | tok/sec: 31,205 | epoch: 1 | remaining: 230s    
step 00069 (7.8%) | loss: 6.301319 | lrm: 1.00 | dt: 1041ms | tok/sec: 31,481 | epoch: 1 | remaining: 229s    
step 00070 (7.9%) | loss: 6.277294 | lrm: 1.00 | dt: 1103ms | tok/sec: 29,718 | epoch: 1 | remaining: 228s    
step 00071 (8.0%) | loss: 6.256409 | lrm: 1.00 | dt: 1033ms | tok/sec: 31,720 | epoch: 1 | remaining: 227s    
step 00072 (8.2%) | loss: 6.231383 | lrm: 1.00 | dt: 1076ms | tok/sec: 30,465 | epoch: 1 | remaining: 226s    
step 00073 (8.3%) | loss: 6.205545 | lrm: 1.00 | dt: 975ms | tok/sec: 33,622 | epoch: 1 | remaining: 225s    
step 00074 (8.4%) | loss: 6.181359 | lrm: 1.00 | dt: 1047ms | tok/sec: 31,308 | epoch: 1 | remaining: 224s    
step 00075 (8.5%) | loss: 6.158345 | lrm: 1.00 | dt: 1112ms | tok/sec: 29,470 | epoch: 1 | remaining: 222s    
step 00076 (8.6%) | loss: 6.143660 | lrm: 1.00 | dt: 1025ms | tok/sec: 31,978 | epoch: 1 | remaining: 221s    
step 00077 (8.7%) | loss: 6.128379 | lrm: 1.00 | dt: 1047ms | tok/sec: 31,283 | epoch: 1 | remaining: 220s    
step 00078 (8.8%) | loss: 6.122938 | lrm: 1.00 | dt: 1003ms | tok/sec: 32,685 | epoch: 1 | remaining: 219s    
step 00079 (8.9%) | loss: 6.105139 | lrm: 1.00 | dt: 1043ms | tok/sec: 31,428 | epoch: 1 | remaining: 218s    
step 00080 (9.1%) | loss: 6.098002 | lrm: 1.00 | dt: 1074ms | tok/sec: 30,517 | epoch: 1 | remaining: 217s    
step 00081 (9.2%) | loss: 6.074623 | lrm: 1.00 | dt: 1041ms | tok/sec: 31,472 | epoch: 1 | remaining: 216s    
step 00082 (9.3%) | loss: 6.056610 | lrm: 1.00 | dt: 1031ms | tok/sec: 31,791 | epoch: 1 | remaining: 215s    
step 00083 (9.4%) | loss: 6.045389 | lrm: 1.00 | dt: 1029ms | tok/sec: 31,836 | epoch: 1 | remaining: 214s    
step 00084 (9.5%) | loss: 6.016527 | lrm: 1.00 | dt: 1054ms | tok/sec: 31,083 | epoch: 1 | remaining: 213s    
step 00085 (9.6%) | loss: 5.997247 | lrm: 1.00 | dt: 1053ms | tok/sec: 31,129 | epoch: 1 | remaining: 212s    
step 00086 (9.7%) | loss: 5.974360 | lrm: 1.00 | dt: 994ms | tok/sec: 32,976 | epoch: 1 | remaining: 211s    
step 00087 (9.9%) | loss: 5.957964 | lrm: 1.00 | dt: 1053ms | tok/sec: 31,130 | epoch: 1 | remaining: 210s    
step 00088 (10.0%) | loss: 5.939382 | lrm: 1.00 | dt: 1060ms | tok/sec: 30,909 | epoch: 1 | remaining: 209s    
step 00089 (10.1%) | loss: 5.925830 | lrm: 1.00 | dt: 1052ms | tok/sec: 31,137 | epoch: 1 | remaining: 208s    
step 00090 (10.2%) | loss: 5.904963 | lrm: 1.00 | dt: 1029ms | tok/sec: 31,834 | epoch: 1 | remaining: 207s    
step 00091 (10.3%) | loss: 5.880945 | lrm: 1.00 | dt: 995ms | tok/sec: 32,931 | epoch: 1 | remaining: 206s    
step 00092 (10.4%) | loss: 5.867421 | lrm: 1.00 | dt: 1025ms | tok/sec: 31,957 | epoch: 1 | remaining: 205s    
step 00093 (10.5%) | loss: 5.853505 | lrm: 1.00 | dt: 1074ms | tok/sec: 30,498 | epoch: 1 | remaining: 204s    
step 00094 (10.6%) | loss: 5.834781 | lrm: 1.00 | dt: 991ms | tok/sec: 33,065 | epoch: 1 | remaining: 203s    
step 00095 (10.8%) | loss: 5.820664 | lrm: 1.00 | dt: 1001ms | tok/sec: 32,749 | epoch: 1 | remaining: 202s    
step 00096 (10.9%) | loss: 5.802375 | lrm: 1.00 | dt: 1034ms | tok/sec: 31,704 | epoch: 1 | remaining: 201s    
step 00097 (11.0%) | loss: 5.788714 | lrm: 1.00 | dt: 1033ms | tok/sec: 31,717 | epoch: 1 | remaining: 200s    
step 00098 (11.1%) | loss: 5.772883 | lrm: 1.00 | dt: 1042ms | tok/sec: 31,440 | epoch: 1 | remaining: 199s    
step 00099 (11.2%) | loss: 5.755159 | lrm: 1.00 | dt: 1068ms | tok/sec: 30,689 | epoch: 1 | remaining: 198s    
step 00100 (11.3%) | loss: 5.737651 | lrm: 1.00 | dt: 1066ms | tok/sec: 30,746 | epoch: 1 | remaining: 196s    
step 00101 (11.4%) | loss: 5.720202 | lrm: 1.00 | dt: 1067ms | tok/sec: 30,724 | epoch: 1 | remaining: 195s    
step 00102 (11.6%) | loss: 5.702283 | lrm: 1.00 | dt: 975ms | tok/sec: 33,602 | epoch: 1 | remaining: 194s    
step 00103 (11.7%) | loss: 5.694383 | lrm: 1.00 | dt: 1109ms | tok/sec: 29,559 | epoch: 1 | remaining: 193s    
step 00104 (11.8%) | loss: 5.683625 | lrm: 1.00 | dt: 1108ms | tok/sec: 29,582 | epoch: 1 | remaining: 192s    
step 00105 (11.9%) | loss: 5.663575 | lrm: 1.00 | dt: 1059ms | tok/sec: 30,949 | epoch: 1 | remaining: 191s    
step 00106 (12.0%) | loss: 5.642489 | lrm: 1.00 | dt: 1015ms | tok/sec: 32,271 | epoch: 1 | remaining: 190s    
step 00107 (12.1%) | loss: 5.631204 | lrm: 1.00 | dt: 1056ms | tok/sec: 31,029 | epoch: 1 | remaining: 189s    
step 00108 (12.2%) | loss: 5.620012 | lrm: 1.00 | dt: 1076ms | tok/sec: 30,449 | epoch: 1 | remaining: 188s    
step 00109 (12.3%) | loss: 5.614004 | lrm: 1.00 | dt: 1069ms | tok/sec: 30,664 | epoch: 1 | remaining: 187s    
step 00110 (12.5%) | loss: 5.607159 | lrm: 1.00 | dt: 1081ms | tok/sec: 30,311 | epoch: 1 | remaining: 186s    
step 00111 (12.6%) | loss: 5.586630 | lrm: 1.00 | dt: 1061ms | tok/sec: 30,887 | epoch: 1 | remaining: 185s    
step 00112 (12.7%) | loss: 5.579601 | lrm: 1.00 | dt: 1033ms | tok/sec: 31,715 | epoch: 1 | remaining: 184s    
step 00113 (12.8%) | loss: 5.562679 | lrm: 1.00 | dt: 1058ms | tok/sec: 30,971 | epoch: 1 | remaining: 183s    
step 00114 (12.9%) | loss: 5.546818 | lrm: 1.00 | dt: 1126ms | tok/sec: 29,102 | epoch: 1 | remaining: 182s    
step 00115 (13.0%) | loss: 5.524720 | lrm: 1.00 | dt: 1066ms | tok/sec: 30,748 | epoch: 1 | remaining: 181s    
step 00116 (13.1%) | loss: 5.514120 | lrm: 1.00 | dt: 1049ms | tok/sec: 31,232 | epoch: 1 | remaining: 179s    
step 00117 (13.3%) | loss: 5.496722 | lrm: 1.00 | dt: 1017ms | tok/sec: 32,205 | epoch: 1 | remaining: 178s    
step 00118 (13.4%) | loss: 5.480528 | lrm: 1.00 | dt: 1075ms | tok/sec: 30,477 | epoch: 1 | remaining: 177s    
step 00119 (13.5%) | loss: 5.467495 | lrm: 1.00 | dt: 1089ms | tok/sec: 30,103 | epoch: 1 | remaining: 176s    
step 00120 (13.6%) | loss: 5.455597 | lrm: 1.00 | dt: 1069ms | tok/sec: 30,664 | epoch: 1 | remaining: 175s    
step 00121 (13.7%) | loss: 5.442517 | lrm: 1.00 | dt: 1067ms | tok/sec: 30,696 | epoch: 1 | remaining: 174s    
step 00122 (13.8%) | loss: 5.433617 | lrm: 1.00 | dt: 1009ms | tok/sec: 32,487 | epoch: 1 | remaining: 173s    
step 00123 (13.9%) | loss: 5.426440 | lrm: 1.00 | dt: 1075ms | tok/sec: 30,481 | epoch: 1 | remaining: 172s    
step 00124 (14.0%) | loss: 5.419404 | lrm: 1.00 | dt: 1066ms | tok/sec: 30,737 | epoch: 1 | remaining: 171s    
step 00125 (14.2%) | loss: 5.415298 | lrm: 1.00 | dt: 1075ms | tok/sec: 30,475 | epoch: 1 | remaining: 170s    
step 00126 (14.3%) | loss: 5.405259 | lrm: 1.00 | dt: 1067ms | tok/sec: 30,702 | epoch: 1 | remaining: 169s    
step 00127 (14.4%) | loss: 5.394129 | lrm: 1.00 | dt: 1108ms | tok/sec: 29,567 | epoch: 1 | remaining: 168s    
step 00128 (14.5%) | loss: 5.387966 | lrm: 1.00 | dt: 1131ms | tok/sec: 28,967 | epoch: 1 | remaining: 167s    
step 00129 (14.6%) | loss: 5.382723 | lrm: 1.00 | dt: 1053ms | tok/sec: 31,125 | epoch: 1 | remaining: 166s    
step 00130 (14.7%) | loss: 5.368800 | lrm: 1.00 | dt: 1116ms | tok/sec: 29,373 | epoch: 1 | remaining: 164s    
step 00131 (14.8%) | loss: 5.357326 | lrm: 1.00 | dt: 1050ms | tok/sec: 31,221 | epoch: 1 | remaining: 163s    
step 00132 (14.9%) | loss: 5.352979 | lrm: 1.00 | dt: 1073ms | tok/sec: 30,540 | epoch: 1 | remaining: 162s    
step 00133 (15.1%) | loss: 5.344250 | lrm: 1.00 | dt: 1069ms | tok/sec: 30,646 | epoch: 1 | remaining: 161s    
step 00134 (15.2%) | loss: 5.324118 | lrm: 1.00 | dt: 1073ms | tok/sec: 30,537 | epoch: 1 | remaining: 160s    
step 00135 (15.3%) | loss: 5.305407 | lrm: 1.00 | dt: 1032ms | tok/sec: 31,752 | epoch: 1 | remaining: 159s    
step 00136 (15.4%) | loss: 5.288103 | lrm: 1.00 | dt: 1060ms | tok/sec: 30,924 | epoch: 1 | remaining: 158s    
step 00137 (15.5%) | loss: 5.266121 | lrm: 1.00 | dt: 1110ms | tok/sec: 29,514 | epoch: 1 | remaining: 157s    
step 00138 (15.6%) | loss: 5.263644 | lrm: 1.00 | dt: 1084ms | tok/sec: 30,223 | epoch: 1 | remaining: 156s    
step 00139 (15.7%) | loss: 5.258811 | lrm: 1.00 | dt: 1057ms | tok/sec: 31,003 | epoch: 1 | remaining: 155s    
step 00140 (15.9%) | loss: 5.246181 | lrm: 1.00 | dt: 1050ms | tok/sec: 31,205 | epoch: 1 | remaining: 154s    
step 00141 (16.0%) | loss: 5.238391 | lrm: 1.00 | dt: 1165ms | tok/sec: 28,129 | epoch: 1 | remaining: 153s    
step 00142 (16.1%) | loss: 5.225895 | lrm: 1.00 | dt: 1108ms | tok/sec: 29,583 | epoch: 1 | remaining: 152s    
step 00143 (16.2%) | loss: 5.206631 | lrm: 1.00 | dt: 1059ms | tok/sec: 30,934 | epoch: 1 | remaining: 150s    
step 00144 (16.3%) | loss: 5.196071 | lrm: 1.00 | dt: 1076ms | tok/sec: 30,446 | epoch: 1 | remaining: 149s    
step 00145 (16.4%) | loss: 5.184979 | lrm: 1.00 | dt: 1058ms | tok/sec: 30,963 | epoch: 1 | remaining: 148s    
step 00146 (16.5%) | loss: 5.181830 | lrm: 1.00 | dt: 1072ms | tok/sec: 30,581 | epoch: 1 | remaining: 147s    
step 00147 (16.6%) | loss: 5.165250 | lrm: 1.00 | dt: 1045ms | tok/sec: 31,344 | epoch: 1 | remaining: 146s    
step 00148 (16.8%) | loss: 5.155396 | lrm: 1.00 | dt: 1075ms | tok/sec: 30,492 | epoch: 1 | remaining: 145s    
step 00149 (16.9%) | loss: 5.151009 | lrm: 1.00 | dt: 1100ms | tok/sec: 29,789 | epoch: 1 | remaining: 144s    
step 00150 (17.0%) | loss: 5.137890 | lrm: 1.00 | dt: 1074ms | tok/sec: 30,523 | epoch: 1 | remaining: 143s    
step 00151 (17.1%) | loss: 5.137545 | lrm: 1.00 | dt: 1107ms | tok/sec: 29,610 | epoch: 1 | remaining: 142s    
step 00152 (17.2%) | loss: 5.131928 | lrm: 1.00 | dt: 1069ms | tok/sec: 30,662 | epoch: 1 | remaining: 141s    
step 00153 (17.3%) | loss: 5.120550 | lrm: 1.00 | dt: 1068ms | tok/sec: 30,672 | epoch: 1 | remaining: 140s    
step 00154 (17.4%) | loss: 5.117831 | lrm: 1.00 | dt: 1098ms | tok/sec: 29,831 | epoch: 1 | remaining: 139s    
step 00155 (17.6%) | loss: 5.112940 | lrm: 1.00 | dt: 1066ms | tok/sec: 30,741 | epoch: 1 | remaining: 138s    
step 00156 (17.7%) | loss: 5.105810 | lrm: 1.00 | dt: 1074ms | tok/sec: 30,514 | epoch: 1 | remaining: 136s    
step 00157 (17.8%) | loss: 5.094606 | lrm: 1.00 | dt: 1078ms | tok/sec: 30,406 | epoch: 1 | remaining: 135s    
step 00158 (17.9%) | loss: 5.078655 | lrm: 1.00 | dt: 1076ms | tok/sec: 30,455 | epoch: 1 | remaining: 134s    
step 00159 (18.0%) | loss: 5.074728 | lrm: 1.00 | dt: 1071ms | tok/sec: 30,592 | epoch: 1 | remaining: 133s    
step 00160 (18.1%) | loss: 5.069441 | lrm: 1.00 | dt: 1086ms | tok/sec: 30,162 | epoch: 1 | remaining: 132s    
step 00161 (18.2%) | loss: 5.058529 | lrm: 1.00 | dt: 1024ms | tok/sec: 31,995 | epoch: 1 | remaining: 131s    
step 00162 (18.3%) | loss: 5.044546 | lrm: 1.00 | dt: 1051ms | tok/sec: 31,188 | epoch: 1 | remaining: 130s    
step 00163 (18.5%) | loss: 5.032096 | lrm: 1.00 | dt: 1107ms | tok/sec: 29,603 | epoch: 1 | remaining: 129s    
step 00164 (18.6%) | loss: 5.028445 | lrm: 1.00 | dt: 1139ms | tok/sec: 28,772 | epoch: 1 | remaining: 128s    
step 00165 (18.7%) | loss: 5.020124 | lrm: 1.00 | dt: 1070ms | tok/sec: 30,611 | epoch: 1 | remaining: 127s    
step 00166 (18.8%) | loss: 5.008800 | lrm: 1.00 | dt: 1049ms | tok/sec: 31,245 | epoch: 1 | remaining: 126s    
step 00167 (18.9%) | loss: 4.999152 | lrm: 1.00 | dt: 1068ms | tok/sec: 30,680 | epoch: 1 | remaining: 125s    
step 00168 (19.0%) | loss: 4.987033 | lrm: 1.00 | dt: 1084ms | tok/sec: 30,232 | epoch: 1 | remaining: 124s    
step 00169 (19.1%) | loss: 4.985438 | lrm: 1.00 | dt: 1130ms | tok/sec: 29,000 | epoch: 1 | remaining: 122s    
step 00170 (19.3%) | loss: 4.976741 | lrm: 1.00 | dt: 1069ms | tok/sec: 30,665 | epoch: 1 | remaining: 121s    
step 00171 (19.4%) | loss: 4.979456 | lrm: 1.00 | dt: 1081ms | tok/sec: 30,320 | epoch: 1 | remaining: 120s    
step 00172 (19.5%) | loss: 4.965286 | lrm: 1.00 | dt: 1021ms | tok/sec: 32,107 | epoch: 1 | remaining: 119s    
step 00173 (19.6%) | loss: 4.955045 | lrm: 1.00 | dt: 1041ms | tok/sec: 31,489 | epoch: 1 | remaining: 118s    
step 00174 (19.7%) | loss: 4.939111 | lrm: 1.00 | dt: 1041ms | tok/sec: 31,468 | epoch: 1 | remaining: 117s    
step 00175 (19.8%) | loss: 4.930006 | lrm: 1.00 | dt: 1081ms | tok/sec: 30,321 | epoch: 1 | remaining: 116s    
step 00176 (19.9%) | loss: 4.924457 | lrm: 1.00 | dt: 1052ms | tok/sec: 31,162 | epoch: 1 | remaining: 115s    
step 00177 (20.0%) | loss: 4.915635 | lrm: 1.00 | dt: 1070ms | tok/sec: 30,635 | epoch: 1 | remaining: 114s    
step 00178 (20.2%) | loss: 4.904549 | lrm: 1.00 | dt: 1084ms | tok/sec: 30,234 | epoch: 1 | remaining: 113s    
step 00179 (20.3%) | loss: 4.905531 | lrm: 1.00 | dt: 1138ms | tok/sec: 28,799 | epoch: 1 | remaining: 112s    
step 00180 (20.4%) | loss: 4.902691 | lrm: 1.00 | dt: 1070ms | tok/sec: 30,626 | epoch: 1 | remaining: 111s    
step 00181 (20.5%) | loss: 4.900071 | lrm: 1.00 | dt: 1058ms | tok/sec: 30,983 | epoch: 1 | remaining: 110s    
step 00182 (20.6%) | loss: 4.893618 | lrm: 1.00 | dt: 1043ms | tok/sec: 31,430 | epoch: 1 | remaining: 109s    
step 00183 (20.7%) | loss: 4.883181 | lrm: 1.00 | dt: 1132ms | tok/sec: 28,945 | epoch: 1 | remaining: 107s    
step 00184 (20.8%) | loss: 4.870432 | lrm: 1.00 | dt: 1101ms | tok/sec: 29,772 | epoch: 1 | remaining: 106s    
step 00185 (21.0%) | loss: 4.870944 | lrm: 1.00 | dt: 1075ms | tok/sec: 30,495 | epoch: 1 | remaining: 105s    
step 00186 (21.1%) | loss: 4.869894 | lrm: 1.00 | dt: 1066ms | tok/sec: 30,752 | epoch: 1 | remaining: 104s    
step 00187 (21.2%) | loss: 4.857105 | lrm: 1.00 | dt: 1084ms | tok/sec: 30,237 | epoch: 1 | remaining: 103s    
step 00188 (21.3%) | loss: 4.849444 | lrm: 1.00 | dt: 1024ms | tok/sec: 32,004 | epoch: 1 | remaining: 102s    
step 00189 (21.4%) | loss: 4.841169 | lrm: 1.00 | dt: 1072ms | tok/sec: 30,553 | epoch: 1 | remaining: 101s    
step 00190 (21.5%) | loss: 4.829564 | lrm: 1.00 | dt: 1046ms | tok/sec: 31,337 | epoch: 1 | remaining: 100s    
step 00191 (21.6%) | loss: 4.834003 | lrm: 1.00 | dt: 1150ms | tok/sec: 28,495 | epoch: 1 | remaining: 99s    
step 00192 (21.7%) | loss: 4.832738 | lrm: 1.00 | dt: 1083ms | tok/sec: 30,247 | epoch: 1 | remaining: 98s    
step 00193 (21.9%) | loss: 4.824409 | lrm: 1.00 | dt: 1050ms | tok/sec: 31,195 | epoch: 1 | remaining: 97s    
step 00194 (22.0%) | loss: 4.821973 | lrm: 1.00 | dt: 1166ms | tok/sec: 28,098 | epoch: 1 | remaining: 96s    
step 00195 (22.1%) | loss: 4.812564 | lrm: 1.00 | dt: 1065ms | tok/sec: 30,774 | epoch: 1 | remaining: 94s    
step 00196 (22.2%) | loss: 4.802379 | lrm: 1.00 | dt: 1043ms | tok/sec: 31,403 | epoch: 1 | remaining: 93s    
